paragraph,TR_entailment,label,error (temporal/events),readability (1-4),relevance (1-4),event type (implicit/explicit),relevant/irrelevant context paragraph,NOTES
"by letter dated april 30, 2018, undersigned counsel (with another law firm at that time) sent correspondence to uhc advising defendants that he represented plaintiff, scv. the letter contained a request for the entire administrative record / claim file pursuant to the law (the united states code and, to some extent, florida statute) and / or the subject policy / plan documents for that matter. a redacted copy of the aforementioned letter is attached hereto as exhibit h and incorporated fully herein by reference. at no time did defendants oblige any of the germane materials requested by undersigned counsel beyond fragmental, marginal production, which such production did not even include the insurance policy / plan document, let alone any materials purportedly substantiating that which is at issue here defendants unreasonably low claim payment rate. defendants were legally obligated to either directly provide the aforementioned requested documentation / information (see ex. h) to scv pursuant to federal codes cited above, in whole or in part, and / or contractually obligated. 8 so, if for some reason the court finds count i (sounding in federal codes) untenable, scv respectfully requests leave to amend count i to sound in breach of contract instead. case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 13 of 31 pageid 13 14 there was no substantive defendants response to undersigned counsels letter (ex. h); i.e., there was marginal (borderline worthless) documentation / information production from defendants, which such production did not even include the insurance policy / plan document or documentation purportedly substantiating whatever re-pricing formula defendants implemented in arriving at their unreasonably low rate of payment.","Defendants marginally producing documentation/information, which did not include the insurance policy/plan document precedes SCV deciding to request to amend count i.",,,,,,,
"by letter dated april 30, 2018, undersigned counsel (with another law firm at that time) sent correspondence to uhc advising defendants that he represented plaintiff, scv. the letter contained a request for the entire administrative record / claim file pursuant to the law (the united states code and, to some extent, florida statute) and / or the subject policy / plan documents for that matter. a redacted copy of the aforementioned letter is attached hereto as exhibit h and incorporated fully herein by reference. at no time did defendants oblige any of the germane materials requested by undersigned counsel beyond fragmental, marginal production, which such production did not even include the insurance policy / plan document, let alone any materials purportedly substantiating that which is at issue here defendants unreasonably low claim payment rate. defendants were legally obligated to either directly provide the aforementioned requested documentation / information (see ex. h) to scv pursuant to federal codes cited above, in whole or in part, and / or contractually obligated. 8 so, if for some reason the court finds count i (sounding in federal codes) untenable, scv respectfully requests leave to amend count i to sound in breach of contract instead. case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 13 of 31 pageid 13 14 there was no substantive defendants response to undersigned counsels letter (ex. h); i.e., there was marginal (borderline worthless) documentation / information production from defendants, which such production did not even include the insurance policy / plan document or documentation purportedly substantiating whatever re-pricing formula defendants implemented in arriving at their unreasonably low rate of payment.",SCV deciding to request to amend count i follows sending the letter by the undersigned counsel to UHC advising that they represented SCV and requesting the entire administrative record/claim file and policy/plan documents.,,,,,,,
"so, regrettably, scvs (and r.c.s) entire valuable pre-suit remedies process (which such pre-suit mechanisms erisa designed to try to avoid lawsuits like this) was squandered by defendants by keeping scv in the evidentiary blind due to defendants documentation / information production failures and naked paperwork (e.g., eob). defendants failures, of course, also compromised scvs ability to make heads-or-tails of defendants unreasonably low rate of payment. again, if one looks at the eob (which does not necessitate examination or interpretation of exhibit a), it is plain that coverage is not at issue here defendants properly conceded coverage via initial partial payment. see ex. f. and, again, as to the hcfa codes that scv places at issue in this lawsuit, one can also look to the pre-authorization paperwork (which does not necessitate examination or interpretation of exhibit a) to see that coverage is not at issue here. see ex. d (as stated earlier, exhibit d shows that the subject pre-authorization put coverage issues to rest, leaving only pricing issues). again, the sole issue here is one of payment amount, so we turn now to germane insurance policy language in that vein just for a baseline understanding (not at all for substantive reliance). case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 14 of 31 pageid 14 15 as to re-pricing, the insurance policy / plan document (ex. a) provides that payment of benefits is to unfold, in pertinent part, as follows: reasonable and customary charges (r&amp;c charges) the average prevailing cost in a particular geographic area for medical and dental plan services, subject to change over time. effective march 1, 2015, the reasonable and customary (r&amp;c) amount is the maximum amount that the plan will consider as an eligible expense for medical or dental services and supplies. for purposes of the plan, reasonable and customary shall be equivalent with the terms usual and customary, usual and prevailing, and usual, reasonable and customary. the primary factors considered when determining if a charge is within the reasonable and customary fee limits are: the range and complexity of the services provided the typical charges in the geographic area where the service or supply is rendered/provided and other geographic areas with similar medical cost experience the plan administrator utilizes a database of charge information about healthcare procedures and services, and this database is reviewed, managed, and monitored by fairhealth. information about fairhealth and its work on this database is available at www.fairhealthus.org. information from this fairhealth database is utilized by american airlines medical administrators in determining the eligible expense for medical or dental services and supplies provided by non- participating and out-of- network providers (fairhealth data for out-of-network expenses are used at the 90th percentile to determine eligible expenses). ex. a at 124-",Defendants' documentation and information production failures precede the confusion caused among SCV.,,,,,,,
"so, regrettably, scvs (and r.c.s) entire valuable pre-suit remedies process (which such pre-suit mechanisms erisa designed to try to avoid lawsuits like this) was squandered by defendants by keeping scv in the evidentiary blind due to defendants documentation / information production failures and naked paperwork (e.g., eob). defendants failures, of course, also compromised scvs ability to make heads-or-tails of defendants unreasonably low rate of payment. again, if one looks at the eob (which does not necessitate examination or interpretation of exhibit a), it is plain that coverage is not at issue here defendants properly conceded coverage via initial partial payment. see ex. f. and, again, as to the hcfa codes that scv places at issue in this lawsuit, one can also look to the pre-authorization paperwork (which does not necessitate examination or interpretation of exhibit a) to see that coverage is not at issue here. see ex. d (as stated earlier, exhibit d shows that the subject pre-authorization put coverage issues to rest, leaving only pricing issues). again, the sole issue here is one of payment amount, so we turn now to germane insurance policy language in that vein just for a baseline understanding (not at all for substantive reliance). case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 14 of 31 pageid 14 15 as to re-pricing, the insurance policy / plan document (ex. a) provides that payment of benefits is to unfold, in pertinent part, as follows: reasonable and customary charges (r&amp;c charges) the average prevailing cost in a particular geographic area for medical and dental plan services, subject to change over time. effective march 1, 2015, the reasonable and customary (r&amp;c) amount is the maximum amount that the plan will consider as an eligible expense for medical or dental services and supplies. for purposes of the plan, reasonable and customary shall be equivalent with the terms usual and customary, usual and prevailing, and usual, reasonable and customary. the primary factors considered when determining if a charge is within the reasonable and customary fee limits are: the range and complexity of the services provided the typical charges in the geographic area where the service or supply is rendered/provided and other geographic areas with similar medical cost experience the plan administrator utilizes a database of charge information about healthcare procedures and services, and this database is reviewed, managed, and monitored by fairhealth. information about fairhealth and its work on this database is available at www.fairhealthus.org. information from this fairhealth database is utilized by american airlines medical administrators in determining the eligible expense for medical or dental services and supplies provided by non- participating and out-of- network providers (fairhealth data for out-of-network expenses are used at the 90th percentile to determine eligible expenses). ex. a at 124-",The confusion caused among SCV is simultaneous with SCV's compromised ability to understand the low rate of payment.,,,,,,,
"so, regrettably, scvs (and r.c.s) entire valuable pre-suit remedies process (which such pre-suit mechanisms erisa designed to try to avoid lawsuits like this) was squandered by defendants by keeping scv in the evidentiary blind due to defendants documentation / information production failures and naked paperwork (e.g., eob). defendants failures, of course, also compromised scvs ability to make heads-or-tails of defendants unreasonably low rate of payment. again, if one looks at the eob (which does not necessitate examination or interpretation of exhibit a), it is plain that coverage is not at issue here defendants properly conceded coverage via initial partial payment. see ex. f. and, again, as to the hcfa codes that scv places at issue in this lawsuit, one can also look to the pre-authorization paperwork (which does not necessitate examination or interpretation of exhibit a) to see that coverage is not at issue here. see ex. d (as stated earlier, exhibit d shows that the subject pre-authorization put coverage issues to rest, leaving only pricing issues). again, the sole issue here is one of payment amount, so we turn now to germane insurance policy language in that vein just for a baseline understanding (not at all for substantive reliance). case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 14 of 31 pageid 14 15 as to re-pricing, the insurance policy / plan document (ex. a) provides that payment of benefits is to unfold, in pertinent part, as follows: reasonable and customary charges (r&amp;c charges) the average prevailing cost in a particular geographic area for medical and dental plan services, subject to change over time. effective march 1, 2015, the reasonable and customary (r&amp;c) amount is the maximum amount that the plan will consider as an eligible expense for medical or dental services and supplies. for purposes of the plan, reasonable and customary shall be equivalent with the terms usual and customary, usual and prevailing, and usual, reasonable and customary. the primary factors considered when determining if a charge is within the reasonable and customary fee limits are: the range and complexity of the services provided the typical charges in the geographic area where the service or supply is rendered/provided and other geographic areas with similar medical cost experience the plan administrator utilizes a database of charge information about healthcare procedures and services, and this database is reviewed, managed, and monitored by fairhealth. information about fairhealth and its work on this database is available at www.fairhealthus.org. information from this fairhealth database is utilized by american airlines medical administrators in determining the eligible expense for medical or dental services and supplies provided by non- participating and out-of- network providers (fairhealth data for out-of-network expenses are used at the 90th percentile to determine eligible expenses). ex. a at 124-",Defendants' documentation and information production failures happen before SCV's compromised ability to understand the low rate of payment.,,,,,,,
"subject to statutory limits, pbgc guarantees the benefits earned by participants in pension plans covered under title iv of erisa. when a covered pension plan terminates without sufficient assets to pay benefits, pbgc typically becomes trustee of the plan, takes over the plans assets, and pays guaranteed benefits to plan participants and their surviving beneficiaries, subject to statutory limitations. see 29u.s.c. 1321- 1322, 1342, erisa further states that [i]n the case of contumacy by, or refusal to obey a subpoena issued to, any person, [pbgc] may invoke the aid of any court of the united states within the jurisdiction of which such investigation or proceeding is carried on, or where case 2:22-cv-04603 document 1 filed 11/17/22 page 3 of 47 4 such person resides or carries on business, in requiring the attendance and testimony of witnesses and the production of books, papers, correspondence, memoranda, and other records. the court may issue an order requiring such person to appear before [pbgc], or member or officer designated by [pbgc], and to produce records or to give testimony related to the matter under investigation or in question. any failure to obey such order of the court may be punished by the court as a contempt thereof. 29 u.s.c. 1303(c). safety light established and maintained the pension plan for the exclusive benefit of its employees. see 29 u.s.c. 1104(a).",Participants earn benefits before PBGC guarantees these benefits.,,,,,,,
"subject to statutory limits, pbgc guarantees the benefits earned by participants in pension plans covered under title iv of erisa. when a covered pension plan terminates without sufficient assets to pay benefits, pbgc typically becomes trustee of the plan, takes over the plans assets, and pays guaranteed benefits to plan participants and their surviving beneficiaries, subject to statutory limitations. see 29u.s.c. 1321- 1322, 1342, erisa further states that [i]n the case of contumacy by, or refusal to obey a subpoena issued to, any person, [pbgc] may invoke the aid of any court of the united states within the jurisdiction of which such investigation or proceeding is carried on, or where case 2:22-cv-04603 document 1 filed 11/17/22 page 3 of 47 4 such person resides or carries on business, in requiring the attendance and testimony of witnesses and the production of books, papers, correspondence, memoranda, and other records. the court may issue an order requiring such person to appear before [pbgc], or member or officer designated by [pbgc], and to produce records or to give testimony related to the matter under investigation or in question. any failure to obey such order of the court may be punished by the court as a contempt thereof. 29 u.s.c. 1303(c). safety light established and maintained the pension plan for the exclusive benefit of its employees. see 29 u.s.c. 1104(a).",The termination of a covered pension plan without sufficient assets follows the earning of benefits by participants.,,,,,,,
"subject to statutory limits, pbgc guarantees the benefits earned by participants in pension plans covered under title iv of erisa. when a covered pension plan terminates without sufficient assets to pay benefits, pbgc typically becomes trustee of the plan, takes over the plans assets, and pays guaranteed benefits to plan participants and their surviving beneficiaries, subject to statutory limitations. see 29u.s.c. 1321- 1322, 1342, erisa further states that [i]n the case of contumacy by, or refusal to obey a subpoena issued to, any person, [pbgc] may invoke the aid of any court of the united states within the jurisdiction of which such investigation or proceeding is carried on, or where case 2:22-cv-04603 document 1 filed 11/17/22 page 3 of 47 4 such person resides or carries on business, in requiring the attendance and testimony of witnesses and the production of books, papers, correspondence, memoranda, and other records. the court may issue an order requiring such person to appear before [pbgc], or member or officer designated by [pbgc], and to produce records or to give testimony related to the matter under investigation or in question. any failure to obey such order of the court may be punished by the court as a contempt thereof. 29 u.s.c. 1303(c). safety light established and maintained the pension plan for the exclusive benefit of its employees. see 29 u.s.c. 1104(a).",PBGC becoming the trustee of the plan and taking over its assets happens after the termination of the plan.,,,,,,,
"by letters (referenced in the above common allegations, see, e.g., exs. h and i), scv and / or its legal counsel asked defendants to provide the administrative record / germane documentation in relation to the r.c. claim, mainly (but not entirely) to learn defendants reasons for claim underpayment so that scv could contest same in an educated fashion (pre-suit and, only if need be, in suit). defendants shirked their legally (whether that be united states code or florida statutes) and also contractually prescribed (see 21, tracking erisa and erisas appeal structure) administrative / germane record production responsibilities. per the above-cited united states code and code of federal case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 19 of 31 pageid 19 20 regulations, see 1 and 35, supra, the $",SCV and its legal counsel asking defendants to provide the administrative record precedes SCV neglecting to obtain the necessary information due to defendants' non-compliance.,,,,,,,
"by letters (referenced in the above common allegations, see, e.g., exs. h and i), scv and / or its legal counsel asked defendants to provide the administrative record / germane documentation in relation to the r.c. claim, mainly (but not entirely) to learn defendants reasons for claim underpayment so that scv could contest same in an educated fashion (pre-suit and, only if need be, in suit). defendants shirked their legally (whether that be united states code or florida statutes) and also contractually prescribed (see 21, tracking erisa and erisas appeal structure) administrative / germane record production responsibilities. per the above-cited united states code and code of federal case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 19 of 31 pageid 19 20 regulations, see 1 and 35, supra, the $",Defendants shirking their record production responsibilities happens simultaneous with SCV neglecting to obtain the necessary information.,,,,,,,
"by letters (referenced in the above common allegations, see, e.g., exs. h and i), scv and / or its legal counsel asked defendants to provide the administrative record / germane documentation in relation to the r.c. claim, mainly (but not entirely) to learn defendants reasons for claim underpayment so that scv could contest same in an educated fashion (pre-suit and, only if need be, in suit). defendants shirked their legally (whether that be united states code or florida statutes) and also contractually prescribed (see 21, tracking erisa and erisas appeal structure) administrative / germane record production responsibilities. per the above-cited united states code and code of federal case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 19 of 31 pageid 19 20 regulations, see 1 and 35, supra, the $",SCV and its legal counsel asking defendants to provide the administrative record follows the occurrence of the R.C. claim.,,,,,,,
"again, where (as here) a separate and distinct re-pricing contract / case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 15 of 31 pageid 15 16 agreement has been established, such a contract / agreement supplants the insurance policy / plan document, especially where (as here) the re-pricing vendor assesses the same kind of data contemplated by the insurance policys / plan documents re-pricing language. defendants own conduct evidences that much at least defendants implemented an uhc re-pricing contract / agreement / formula / program separate and distinct from exhibit a. the re-pricing program that defendants tried to pull off did not relate to the aforementioned policy re-pricing options, so defendants should not now (through their lawyers ex post facto arguments) be heard to say that relation to defensive preemption applies to this dispute at minimum, what is good for the goose is good for the gander. defendants erred in refusing scvs pre-suit requests for germane documentation / information, including documentation / information concerning what re-pricing / allowed amount formula defendants employed in arriving at the unreasonably low rate of payment. for example, undersigned counsels january 12, 2018, letter (ex. h) to defendants asked for the following: (14) all guidelines, manuals, written protocol, medical treatises, medical literature, and / or the like upon which the carrier partially or wholly based its claim(s) decisions; (15) all billing paperwork, rate schedules, data or formulas relating to usual, customary, reasonable (ucr) medical provider charges, and / or any other data upon which the carrier has based its decisions as to how much indemnity to afford on the subject claim(s); defendants wronged scv in many ways, most notably by way of the significant underpayment. defendants should have employed the pmcs re-pricing case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 16 of 31 pageid 16 17 contract (ex. c) already in place (i.e., already agreed to between the parties) to assess a proper re-priced amount; but, instead, defendants implemented a mystery re-pricing system (not agreed to by scv) separate and distinct from exhibit a to arrive at the unreasonably low rate of payment at issue.",Defendants neglected to use the already agreed upon PMCs re-pricing contract before implementing a mystery re-pricing system.,,,,,,,
"again, where (as here) a separate and distinct re-pricing contract / case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 15 of 31 pageid 15 16 agreement has been established, such a contract / agreement supplants the insurance policy / plan document, especially where (as here) the re-pricing vendor assesses the same kind of data contemplated by the insurance policys / plan documents re-pricing language. defendants own conduct evidences that much at least defendants implemented an uhc re-pricing contract / agreement / formula / program separate and distinct from exhibit a. the re-pricing program that defendants tried to pull off did not relate to the aforementioned policy re-pricing options, so defendants should not now (through their lawyers ex post facto arguments) be heard to say that relation to defensive preemption applies to this dispute at minimum, what is good for the goose is good for the gander. defendants erred in refusing scvs pre-suit requests for germane documentation / information, including documentation / information concerning what re-pricing / allowed amount formula defendants employed in arriving at the unreasonably low rate of payment. for example, undersigned counsels january 12, 2018, letter (ex. h) to defendants asked for the following: (14) all guidelines, manuals, written protocol, medical treatises, medical literature, and / or the like upon which the carrier partially or wholly based its claim(s) decisions; (15) all billing paperwork, rate schedules, data or formulas relating to usual, customary, reasonable (ucr) medical provider charges, and / or any other data upon which the carrier has based its decisions as to how much indemnity to afford on the subject claim(s); defendants wronged scv in many ways, most notably by way of the significant underpayment. defendants should have employed the pmcs re-pricing case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 16 of 31 pageid 16 17 contract (ex. c) already in place (i.e., already agreed to between the parties) to assess a proper re-priced amount; but, instead, defendants implemented a mystery re-pricing system (not agreed to by scv) separate and distinct from exhibit a to arrive at the unreasonably low rate of payment at issue.",The implementation of the mystery re-pricing system follows the defendants' neglect of using the already agreed upon PMCs re-pricing contract.,,,,,,,
"again, where (as here) a separate and distinct re-pricing contract / case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 15 of 31 pageid 15 16 agreement has been established, such a contract / agreement supplants the insurance policy / plan document, especially where (as here) the re-pricing vendor assesses the same kind of data contemplated by the insurance policys / plan documents re-pricing language. defendants own conduct evidences that much at least defendants implemented an uhc re-pricing contract / agreement / formula / program separate and distinct from exhibit a. the re-pricing program that defendants tried to pull off did not relate to the aforementioned policy re-pricing options, so defendants should not now (through their lawyers ex post facto arguments) be heard to say that relation to defensive preemption applies to this dispute at minimum, what is good for the goose is good for the gander. defendants erred in refusing scvs pre-suit requests for germane documentation / information, including documentation / information concerning what re-pricing / allowed amount formula defendants employed in arriving at the unreasonably low rate of payment. for example, undersigned counsels january 12, 2018, letter (ex. h) to defendants asked for the following: (14) all guidelines, manuals, written protocol, medical treatises, medical literature, and / or the like upon which the carrier partially or wholly based its claim(s) decisions; (15) all billing paperwork, rate schedules, data or formulas relating to usual, customary, reasonable (ucr) medical provider charges, and / or any other data upon which the carrier has based its decisions as to how much indemnity to afford on the subject claim(s); defendants wronged scv in many ways, most notably by way of the significant underpayment. defendants should have employed the pmcs re-pricing case 6:22-cv-00236-wwb-ejk document 1 filed 02/03/22 page 16 of 31 pageid 16 17 contract (ex. c) already in place (i.e., already agreed to between the parties) to assess a proper re-priced amount; but, instead, defendants implemented a mystery re-pricing system (not agreed to by scv) separate and distinct from exhibit a to arrive at the unreasonably low rate of payment at issue.",The defendants' neglect of using the already agreed upon PMCs re-pricing contract precedes the unreasonably low rate of payment at issue.,,,,,,,
"on november 18, 2021, bcbsil denied the appeal. bcbsils denial stated only that the care requested is considered custodial and is not a covered benefit despite the fact that there was no change in audreys need for daily skilled nursing services and no change in the language of the plan, and despite the fact that bcbsil had just determined approximately 60 days prior that audrey required daily skilled nursing services and that the daily skilled nursing services rendered to audrey were covered by the plan. on january 14, 2022 mr. lou timely appealed bcbsils denial of benefits dated november 18, in support of his appeal, mr. lou submitted extensive evidence of audreys ongoing need for the daily skilled nursing care prescribed by her doctors and evidence that audreys need for daily skilled nursing care had not changed nor diminished over the period of time for which claims were submitted. mr. lous appeal was sent via overnight express mail delivery to bcbsil. delivery to bcbsil was confirmed on january 15, 2022 by the united states postal service. to date, bcbsil has not responded to mr. lous appeal.","BCBSIL's denial of the appeal on November 18, 2021, happens before Mr. Lou's act of appealing the decision on January 14, ",,,,,,,
"on november 18, 2021, bcbsil denied the appeal. bcbsils denial stated only that the care requested is considered custodial and is not a covered benefit despite the fact that there was no change in audreys need for daily skilled nursing services and no change in the language of the plan, and despite the fact that bcbsil had just determined approximately 60 days prior that audrey required daily skilled nursing services and that the daily skilled nursing services rendered to audrey were covered by the plan. on january 14, 2022 mr. lou timely appealed bcbsils denial of benefits dated november 18, in support of his appeal, mr. lou submitted extensive evidence of audreys ongoing need for the daily skilled nursing care prescribed by her doctors and evidence that audreys need for daily skilled nursing care had not changed nor diminished over the period of time for which claims were submitted. mr. lous appeal was sent via overnight express mail delivery to bcbsil. delivery to bcbsil was confirmed on january 15, 2022 by the united states postal service. to date, bcbsil has not responded to mr. lous appeal.","Mr. Lou's act of appealing the decision on January 14, 2022, starts before his waiting for BCBSIL's response.",,,,,,,
"on november 18, 2021, bcbsil denied the appeal. bcbsils denial stated only that the care requested is considered custodial and is not a covered benefit despite the fact that there was no change in audreys need for daily skilled nursing services and no change in the language of the plan, and despite the fact that bcbsil had just determined approximately 60 days prior that audrey required daily skilled nursing services and that the daily skilled nursing services rendered to audrey were covered by the plan. on january 14, 2022 mr. lou timely appealed bcbsils denial of benefits dated november 18, in support of his appeal, mr. lou submitted extensive evidence of audreys ongoing need for the daily skilled nursing care prescribed by her doctors and evidence that audreys need for daily skilled nursing care had not changed nor diminished over the period of time for which claims were submitted. mr. lous appeal was sent via overnight express mail delivery to bcbsil. delivery to bcbsil was confirmed on january 15, 2022 by the united states postal service. to date, bcbsil has not responded to mr. lous appeal.","The confirmation of delivery of Mr. Lou's appeal by the United States Postal Service on January 15, 2022, follows Mr. Lou's act of appealing the decision.",,,,,,,
"metlife is a corporation organized under the laws of the state of new york, with its principal place of business in new york, new york. it is duly licensed to do business in the state of tennessee. the decedent was an employee of general motors llc (gm) and a participant in the general motors llc life insurance program (the plan), an erisa-governed employee welfare benefit plan sponsored by gm and funded by a group life insurance policy issued by metlife. case 3:23-cv-00314 document 1 filed 04/10/23 page 2 of 11 pageid #: 2 3 erisa defines a beneficiary as a person designated by a participant, or by the terms of an employee benefit plan, who is or may become entitled to a benefit thereunder. 29 u.s.c. 1002(8).",The decedent enrolls in the plan before becoming an employee of General Motors LLC (GM).,,,,,,,
"metlife is a corporation organized under the laws of the state of new york, with its principal place of business in new york, new york. it is duly licensed to do business in the state of tennessee. the decedent was an employee of general motors llc (gm) and a participant in the general motors llc life insurance program (the plan), an erisa-governed employee welfare benefit plan sponsored by gm and funded by a group life insurance policy issued by metlife. case 3:23-cv-00314 document 1 filed 04/10/23 page 2 of 11 pageid #: 2 3 erisa defines a beneficiary as a person designated by a participant, or by the terms of an employee benefit plan, who is or may become entitled to a benefit thereunder. 29 u.s.c. 1002(8).",The decedent enrolls in the plan before participating in the General Motors LLC Life Insurance Program (the Plan).,,,,,,,
"metlife is a corporation organized under the laws of the state of new york, with its principal place of business in new york, new york. it is duly licensed to do business in the state of tennessee. the decedent was an employee of general motors llc (gm) and a participant in the general motors llc life insurance program (the plan), an erisa-governed employee welfare benefit plan sponsored by gm and funded by a group life insurance policy issued by metlife. case 3:23-cv-00314 document 1 filed 04/10/23 page 2 of 11 pageid #: 2 3 erisa defines a beneficiary as a person designated by a participant, or by the terms of an employee benefit plan, who is or may become entitled to a benefit thereunder. 29 u.s.c. 1002(8).",The decedent's participation in the General Motors LLC Life Insurance Program (the Plan) follows their enrollment in the plan.,,,,,,,
"respondents failed to respond to the safety light subpoena within the times prescribed. however, on may 4, 2022, after an email following up on the safety light subpoena, silverthorn requested an extension to respond until the end of may. pbgc agreed to the extension with the understanding that documents would be provided on a rolling basis. respondents did not meet this new deadline nor communicate in the interim. see declaration at respondents were contacted on june 1, 2022, and indicated that they were having trouble getting in touch with the third-party administrator (tpa) of the plan. pbgc requested to be kept updated and be provided a response. see declaration at silverthorn responded on august 5, 2022, stating that the tpa needed two months to prepare the filings. pbgc responded that there should be requested documents currently in safety lights possession and requested a meeting to discuss administering the plan moving forward. this was the last time pbgc heard from respondents. see declaration at",The respondents' decision not to respond or cooperate further follows PBGC's request for a meeting to discuss administering the plan moving forward.,,,,,,,
"respondents failed to respond to the safety light subpoena within the times prescribed. however, on may 4, 2022, after an email following up on the safety light subpoena, silverthorn requested an extension to respond until the end of may. pbgc agreed to the extension with the understanding that documents would be provided on a rolling basis. respondents did not meet this new deadline nor communicate in the interim. see declaration at respondents were contacted on june 1, 2022, and indicated that they were having trouble getting in touch with the third-party administrator (tpa) of the plan. pbgc requested to be kept updated and be provided a response. see declaration at silverthorn responded on august 5, 2022, stating that the tpa needed two months to prepare the filings. pbgc responded that there should be requested documents currently in safety lights possession and requested a meeting to discuss administering the plan moving forward. this was the last time pbgc heard from respondents. see declaration at",The ceasing of communication by the respondents happens after PBGC's request for a meeting to discuss administering the plan moving forward.,,,,,,,
"respondents failed to respond to the safety light subpoena within the times prescribed. however, on may 4, 2022, after an email following up on the safety light subpoena, silverthorn requested an extension to respond until the end of may. pbgc agreed to the extension with the understanding that documents would be provided on a rolling basis. respondents did not meet this new deadline nor communicate in the interim. see declaration at respondents were contacted on june 1, 2022, and indicated that they were having trouble getting in touch with the third-party administrator (tpa) of the plan. pbgc requested to be kept updated and be provided a response. see declaration at silverthorn responded on august 5, 2022, stating that the tpa needed two months to prepare the filings. pbgc responded that there should be requested documents currently in safety lights possession and requested a meeting to discuss administering the plan moving forward. this was the last time pbgc heard from respondents. see declaration at",The last time PBGC heard from respondents follows the respondents' decision not to respond or cooperate further.,,,,,,,
"despite no change in audreys need for daily skilled nursing services and no change in the language of the plan, after january 22, 2021 bcbsil began denying mr. lous claims for audreys care. on february 16, 2021, bcbsil denied mr. lous request for benefits for the period from january 28, 2021 through april 30, as grounds for denying the benefits, bcbsils denial letter stated only that [b]ased on your plan, our records show that the proposed services are not a covered benefit. because of this, any claims for these services would not be eligible for reimbursement. on april 13, 2021, maxim healthcare services (maxim), the provider of skilled nursing services to audrey, submitted an administrative appeal of bcbsils claim denial on mr. lous behalf. in support of its appeal, maxim submitted letters of medical necessity from dr. john takayama, audreys primary care physician, and dr. ngoc ly, audreys pulmonologist and chief of pediatric pulmonology at ucsf benioff childrens hospital. the letters both (1) established audreys ongoing need for daily skilled nursing care; and (2) evidenced the fact that audreys need for daily skilled nursing care had not changed nor diminished over the period for which claims were submitted. mr. lou and his wife also personally attested to audreys ongoing need for daily medical assessment and skilled nursing care in support of the appeal. maxim also submitted extensive nursing care documentation evidencing audreys need for daily skilled nursing care.",BCBSIL began denying Mr. Lou's claims for Audrey's care after there was no change in Audrey's need for daily skilled nursing services.,,,,,,,
"despite no change in audreys need for daily skilled nursing services and no change in the language of the plan, after january 22, 2021 bcbsil began denying mr. lous claims for audreys care. on february 16, 2021, bcbsil denied mr. lous request for benefits for the period from january 28, 2021 through april 30, as grounds for denying the benefits, bcbsils denial letter stated only that [b]ased on your plan, our records show that the proposed services are not a covered benefit. because of this, any claims for these services would not be eligible for reimbursement. on april 13, 2021, maxim healthcare services (maxim), the provider of skilled nursing services to audrey, submitted an administrative appeal of bcbsils claim denial on mr. lous behalf. in support of its appeal, maxim submitted letters of medical necessity from dr. john takayama, audreys primary care physician, and dr. ngoc ly, audreys pulmonologist and chief of pediatric pulmonology at ucsf benioff childrens hospital. the letters both (1) established audreys ongoing need for daily skilled nursing care; and (2) evidenced the fact that audreys need for daily skilled nursing care had not changed nor diminished over the period for which claims were submitted. mr. lou and his wife also personally attested to audreys ongoing need for daily medical assessment and skilled nursing care in support of the appeal. maxim also submitted extensive nursing care documentation evidencing audreys need for daily skilled nursing care.","BCBSIL's denial of Mr. Lou's request for benefits for the period from January 28, 2021, through April 30 follows their initial denial of his claims for Audrey's care.",,,,,,,
