paragraph,label,pair_type,TR
"the union members concerted refusal to work is a violation of the contracts and interfered with patient care and caused the hospital damages. count i breach of contract section 301 of the lmra, 29 u.s.c. 185 the union authorized the union members concerted refusal to pick up extra shifts on holidays. upon information and belief, the union authorized the union members concerted action of storming meetings and offices during work hours. case 3:23-cv-00466 document 1 filed 04/13/23 page 7 of 10 8",contradiction,both-explicit,Does the union authorizing the members' concerted refusal to pick up extra shifts on holidays is follows with the union authorizing the members' concerted action of storming meetings and offices during work hours?
"in addition to posting the guidelines, ms. salome had several conversations with rivera regarding the need to store the rolls with the labels right side up. nevertheless, in spite of those discussions, rivera continued to store the rolls with the labels upside down. ms. salome verbally counseled rivera regarding his failure to properly store the rolls. in spite of that verbal counseling, rivera ignored ms. salome and continued to store the rolls upside down. as a result, on may 6, 2021, ms. salome decided to issue rivera a written warning and advised ms. arvan as well as the companys human resources officer, rachel reed. ms. salome and ms. reed prepared the written warning. prior to issuing the written warning, on may 11, 2021, ms. salome noticed that someone defaced the storing guidelines that she had posted. indeed, one of the employee wrote the words wha, wha, wha on the posted case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 5 of 16 pageid #: 109 6 guidelines. ms. salome, who was very familiar with riveras handwriting (because she reviewed it daily), believed rivera defaced the picture. accordingly, she took a picture of the defaced guidelines and forwarded the same to ms. arvan and ms. reed.",contradiction,both-explicit,Does rivera ignoring ms. salome's verbal counseling precedes ms. salome verbally counseling rivera about his failure to store the rolls correctly?
"in addition to posting the guidelines, ms. salome had several conversations with rivera regarding the need to store the rolls with the labels right side up. nevertheless, in spite of those discussions, rivera continued to store the rolls with the labels upside down. ms. salome verbally counseled rivera regarding his failure to properly store the rolls. in spite of that verbal counseling, rivera ignored ms. salome and continued to store the rolls upside down. as a result, on may 6, 2021, ms. salome decided to issue rivera a written warning and advised ms. arvan as well as the companys human resources officer, rachel reed. ms. salome and ms. reed prepared the written warning. prior to issuing the written warning, on may 11, 2021, ms. salome noticed that someone defaced the storing guidelines that she had posted. indeed, one of the employee wrote the words wha, wha, wha on the posted case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 5 of 16 pageid #: 109 6 guidelines. ms. salome, who was very familiar with riveras handwriting (because she reviewed it daily), believed rivera defaced the picture. accordingly, she took a picture of the defaced guidelines and forwarded the same to ms. arvan and ms. reed.",contradiction,both-explicit,Does ms. salome noticing that someone defaced the storing guidelines follows her believing that rivera defaced the picture?
"trachte objected to the procedural arbitrability of grievance, arguing that it was not arbitrable because local 565 filed the arbitration request more than 15 days after trachte denied the grievance on may 12, 2023, and that it was untimely regardless of whether the 15 days were counted by working days or calendar days. the parties agreed to bifurcate the arbitration, to brief the issue of procedural arbitrability first, and to only have a hearing on the merits if arbitrator jaw determined the grievance was arbitrable. on december 11, 2023, arbitrator jaw issued the amended award similarly holding that the grievance was arbitrable. (exhibit 2).",contradiction,both-explicit,Does trachte's denial of the grievance follows local 565's filing of the arbitration request?
"as part of its investigation, pbgc requested by letter dated march 9, 2022, that safety light provide to pbgc certain documents and information relating to the plan and the financial condition of safety light (information request letter). pbgc sent the information request letter via electronic mail to silverthorn. see exhibit c. case 2:22-cv-04603 document 1 filed 11/17/22 page 10 of 47 3 on april 12, 2022, pbgc issued a subpoena to safety light under 29 u.s.c. 1303(b) requiring production of the previously requested documents and information on or before may 3, 2022 (safety light subpoena). see exhibit e. respondents failed to respond to the safety light subpoena within the time prescribed. however, on may 4, 2022, after an email following up on the safety light subpoena, silverthorn requested an extension to respond until the end of may. pbgc agreed to the extension, with the understanding that documents would be provided on a rolling basis. respondents did not meet this new deadline nor communicate with pbgc in the interim.",contradiction,both-explicit,Does pbgc's request for certain documents and information follows the issuance of the subpoena to safety light?
"plaintiff became disabled under the terms of the plans policy on or about april 7, 2018 and continues to be disabled as defined by the plan. accordingly, plaintiff is entitled to benefits under the terms of the plan. however, on 2 [a]n entity that is both the claims administrator and payor of benefits has a conflict of interest. jones v. mountaire corp. long term disability plan, 542 f. 3d 234, 240 (8th cir. 2008). moreover, as the supreme court has held, that conflict must be weighed as a factor in determining whether there is an abuse of discretion. metro. life ins. co. v. glenn, 128 s. ct. 2343, 2348 (2008) (emphasis added). case 0:22-cv-01911-pjs-jfd doc. 1 filed 08/01/22 page 3 of 7 4 april 10, 2021 metropolitan life insurance company cancelled plaintiffs disability benefits. plaintiff appealed metropolitan life insurance companys decision, but metropolitan life insurance company denied plaintiffs appeal on february 9, metropolitan life insurance companys decision to deny disability benefits was arbitrary, capricious, unreasonable, irrational, wrongful, contrary to the terms of the plan, contrary to the evidence and contrary to law, as demonstrated by the following non-exhaustive examples: a. metropolitan life insurance company failed to have plaintiff independently examined, and instead relied on the opinion of a medical professional who merely reviewed plaintiffs medical records and rejected the opinion of plaintiffs treating physician; b. metropolitan life insurance company relied on the opinion of a medical professional who was financially biased by his/her relationship with metropolitan life insurance company and as such unable to offer an unbiased opinion; case 0:22-cv-01911-pjs-jfd doc. 1 filed 08/01/22 page 4 of 7 5 c. metropolitan life insurance company relied on the opinion of a medical professional that was not supported by substantial evidence in the claim file, and was inconsistent with the overall evidence in the record; d. metropolitan life insurance company relied on the opinion of a medical professional who was not qualified to refute the findings of plaintiffs physician; e. metropolitan life insurance company ignored obvious medical evidence and took selective evidence out of context as a means to deny plaintiffs claim; f. metropolitan life insurance company ignored and/or misrepresented the opinions of plaintiffs treating physician.",contradiction,both-explicit,Does the plaintiff becoming disabled under the terms of the plan's policy follows metropolitan life insurance company's decision to cancel the plaintiff's disability benefits?
"the union has not provided any notice to the hospital regarding any allegation by the union that the hospital is in material breach of the contracts thereby excusing the union from further performance of its obligations, and at all times relevant to this complaint, the union has continued to prosecute grievances and other rights under the contracts. case 3:23-cv-00466 document 1 filed 04/13/23 page 4 of 10 5 illegal work stoppage concerning holiday obligations the contracts provide that, because the hospital must remain open all days of the year, employees may be required to work on holidays on the terms and conditions described in the contracts. the hospital has at all times abided by these requirements in the contracts. the union disagreed with the hospitals conclusion that employees can be required to work holidays under the terms of the contracts. the union submitted a grievance over that issue, but did not pursue it.",contradiction,both-explicit,Does the union's act of not providing notice to the hospital regarding any allegation of material breach of the contracts follows the union continuing to prosecute grievances?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",contradiction,both-explicit,Does ms. salome approaching rivera to present him with the disciplinary warning precedes ms. reed's advice to ms. salome?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,both-explicit,Does endorsing defendant cervantes by signing the letter follows the letter being posted on her campaign website?
"defendant, iom health systems, who conducts business in the state of indiana under the assumed name lutheran hospital of indiana is believed to be a business organized under the laws of the state of delaware with its principal place of business located at 4000 meridian boulevard, franklin, tennessee 37067 and whose registered agent is corporation service company of america with a usdc in/nd case 1:24-cv-00109 document 1 filed 03/08/24 page 2 of 9 service of process address listed as 135 north pennsylvania street, suite 1610, indianapolis, indiana, it is believed that this defendant conducts business throughout the united states, including in the northern district of indiana where plaintiff resides and at pertinent times herein employed plaintiff. defendant, unum group formerly unum provident corporation, is believed to be a business incorporated under the laws of the state of delaware with its principal place of business located at 1 fountain square, chattanooga, tennessee 37402 and whose registered agent is corporation service company with a service of process address listed as 2908 poston avenue, nashville, tennessee",contradiction,both-explicit,Does the plaintiff residing in the northern district of indiana is follows with the defendant conducting business there?
"in february of 2023, a union representative engaged in physically intimidating conduct with a hospital manager. in response to the incident, the hospital limited the union representatives access to the hospital. the union disputed this response. rather than pursue a grievance regarding the aforementioned response through the contracts grievance and arbitration procedure, the union engaged in a work stoppage that included approximately 100 employees. many of these employees were on-duty and ceased doing work during working hours. in other instances, including as recently as march 2023, union representatives and union employees have engaged in work stoppages and stormed meetings and offices. for example, on or about march 15, 2023, union representatives incited a work stoppage on the case 3:23-cv-00466 document 1 filed 04/13/23 page 6 of 10 7 mother baby unit of the hospital during work hours, rather than engage in the grievance and arbitration process as required by the contracts.",contradiction,both-explicit,Does the hospital limiting the union representative's access is simultaneous with the union disputing the hospital's response?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,both-explicit,Does the agreement to arbitrate the calculation of backpay comes after the parties have entered a settlement agreement?
"less than 3 months have passed since the award and the amended award were delivered. true and accurate copies of the award and the amended award are attached as exhibits 1 and trachte and local 565 are parties to a collective bargaining agreement (the cba) covering employees represented by local 565 at the sun prairie plant. a true and accurate copy of the cba is attached as exhibit article 9, section 1 of the cba outlines a four-step procedure to resolve grievances. if a grievance has not been resolved by the time the four-step process is exhausted, then the grievance may be appealed to arbitration. for grievances involving a termination, the cba provides the grievance process starts at step",contradiction,both-explicit,Does the delivery of the award and amended award is simultaneous with the attachment of their true and accurate copies?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,both-explicit,Does the promotion of richard johnsen to chief of staff follows the signing of the letter endorsing cervantes?
", ""ten days later, by letter dated january 26, 2021, ip martinez advised pantoja that the transportation department s washington, dc office was to be closed and moved back to iam headquarters by march of 2021, even though the office was important to the functioning of the transportation department because of its proximity to the national mediation board."", \ martinez demoted tiberi because he believed that tiberi supported pantojas efforts to nominate anderman.",contradiction,both-explicit,Does tiberi supporting pantoja's efforts to nominate anderman follows martinez advising pantoja about the office closure?
"in addition to posting the guidelines, ms. salome had several conversations with rivera regarding the need to store the rolls with the labels right side up. nevertheless, in spite of those discussions, rivera continued to store the rolls with the labels upside down. ms. salome verbally counseled rivera regarding his failure to properly store the rolls. in spite of that verbal counseling, rivera ignored ms. salome and continued to store the rolls upside down. as a result, on may 6, 2021, ms. salome decided to issue rivera a written warning and advised ms. arvan as well as the companys human resources officer, rachel reed. ms. salome and ms. reed prepared the written warning. prior to issuing the written warning, on may 11, 2021, ms. salome noticed that someone defaced the storing guidelines that she had posted. indeed, one of the employee wrote the words wha, wha, wha on the posted case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 5 of 16 pageid #: 109 6 guidelines. ms. salome, who was very familiar with riveras handwriting (because she reviewed it daily), believed rivera defaced the picture. accordingly, she took a picture of the defaced guidelines and forwarded the same to ms. arvan and ms. reed.",contradiction,both-explicit,"Does ms. salome's decision to issue a written warning to rivera precedes her action of advising ms. arvan and the company's human resources officer, rachel reed?"
", ""ten days later, by letter dated january 26, 2021, ip martinez advised pantoja that the transportation department s washington, dc office was to be closed and moved back to iam headquarters by march of 2021, even though the office was important to the functioning of the transportation department because of its proximity to the national mediation board."", \ martinez demoted tiberi because he believed that tiberi supported pantojas efforts to nominate anderman.",contradiction,both-explicit,Does martinez advising pantoja about the office closure precedes tiberi supporting pantoja's efforts to nominate anderman?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,both-explicit,Does speaking between pantoja and martinez precedes martinez persuading pantoja?
"less than 3 months have passed since the award and the amended award were delivered. true and accurate copies of the award and the amended award are attached as exhibits 1 and trachte and local 565 are parties to a collective bargaining agreement (the cba) covering employees represented by local 565 at the sun prairie plant. a true and accurate copy of the cba is attached as exhibit article 9, section 1 of the cba outlines a four-step procedure to resolve grievances. if a grievance has not been resolved by the time the four-step process is exhausted, then the grievance may be appealed to arbitration. for grievances involving a termination, the cba provides the grievance process starts at step",contradiction,both-explicit,Does trachte and local 565 becoming parties to a collective bargaining agreement (cba) is simultaneous with the representation of employees by loca?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,both-explicit,Does the parties agreeing to arbitrate the sole issue of the calculation of backpay starts after the settlement agreement is reached?
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",contradiction,both-explicit,"Does the approval of the new policy, which was facially discriminatory based on age, precedes the aim at removing pantoja?"
"the union has not provided any notice to the hospital regarding any allegation by the union that the hospital is in material breach of the contracts thereby excusing the union from further performance of its obligations, and at all times relevant to this complaint, the union has continued to prosecute grievances and other rights under the contracts. case 3:23-cv-00466 document 1 filed 04/13/23 page 4 of 10 5 illegal work stoppage concerning holiday obligations the contracts provide that, because the hospital must remain open all days of the year, employees may be required to work on holidays on the terms and conditions described in the contracts. the hospital has at all times abided by these requirements in the contracts. the union disagreed with the hospitals conclusion that employees can be required to work holidays under the terms of the contracts. the union submitted a grievance over that issue, but did not pursue it.",contradiction,both-explicit,Does the union's continued prosecution of grievances and other rights under the contracts is simultaneous with the union's failure to provide notice to the hospital?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,"Does union members engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage is simultaneous with the hospital seeking damages as a direct and proximate result of the union's actions?"
"in addition to posting the guidelines, ms. salome had several conversations with rivera regarding the need to store the rolls with the labels right side up. nevertheless, in spite of those discussions, rivera continued to store the rolls with the labels upside down. ms. salome verbally counseled rivera regarding his failure to properly store the rolls. in spite of that verbal counseling, rivera ignored ms. salome and continued to store the rolls upside down. as a result, on may 6, 2021, ms. salome decided to issue rivera a written warning and advised ms. arvan as well as the companys human resources officer, rachel reed. ms. salome and ms. reed prepared the written warning. prior to issuing the written warning, on may 11, 2021, ms. salome noticed that someone defaced the storing guidelines that she had posted. indeed, one of the employee wrote the words wha, wha, wha on the posted case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 5 of 16 pageid #: 109 6 guidelines. ms. salome, who was very familiar with riveras handwriting (because she reviewed it daily), believed rivera defaced the picture. accordingly, she took a picture of the defaced guidelines and forwarded the same to ms. arvan and ms. reed.",contradiction,both-explicit,"Does ignored (ms. salome) follows failed (rivera, to follow instructions)?"
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",contradiction,both-explicit,Does the agreement to arbitrate the sole issue of the calculation of backpay precedes the scheduling of the arbitration before arbitrator travis?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,both-explicit,Does pantoja agreeing not to run against cervantes is simultaneous with martinez persuading pantoja?
", ""the complaint attached as exhibit 1 on its face, or within its four corners, meets the good cause standard described above. giving specific examples, the complaint sets out the spurious reasons for this repeated first-class air travel houston at iam expenses. none of the casual, often vague reasons explain why such travel had anything to do with her official responsibilities as the second highest ranking union officer, in charge of the iam financial affairs. and the conduct here is especially egregious because, under the iam constitution, she case 8:24-cv-00454-dkc document 1 filed 02/15/24 page 4 of 8 5 has a special obligation as general secretary treasurer to protect the union treasury and the membership from such misappropriation. among other purposes for this travel, defendant cervantes has nothing to do with collective bargaining, has no need to attend the local meetings, has no need to attend local get out the vote drives, has no need to engage in membership training, and especially has no need to do it in houston and nowhere else. upon becoming an international officer of iam, cervantes was moved at considerable iam expense to upper marlboro, maryland, where the iam has its headquarters. for iam accounting purposes, her official domicile is upper marlboro, maryland. even if her immediate family is in houston, texas, she is supposed to travel there on her own time and only at her own expense. the applicant sandra gardner learned of the misuse of union funds only in march 2021, when sito pantoja, the iam vice president at the time, obtained copies of her weekly expense reports from 2015 through united states district court for the district of connecticut women &amp; infants hospital of rhode island, plaintiff, vs. c.a. no. new england health care employees union, district 1199, seiu, defendant. women &amp; infants hospitals complaint pursuant to section 301 of the labor management relations act of 1947 (the lmra), 29 u.s.c. 185, women &amp; infants hospital of rhode island (the hospital) brings this complaint against new england health care employees union, district 1199, seiu (the union) seeking damages as a direct and proximate result of the union inducing, encouraging, and directing union members employed by the hospital to violate the parties collective bargaining agreements by engaging in a partial or complete cessation of work, strike, slowdown, or work stoppage, in addition to declaratory and injunctive relief. the union has engaged in such conduct beginning in may 2022 and as recently as march 15,"",  venue is proper in this court because the union maintains a principal office in and regularly transacts business in the district of connecticut. the duly authorized officers and case 3:23-cv-00466 document 1 filed 04/13/23 page 1 of 10 2 agents of the union are engaged in representing and acting for the employee members of the union in the district of connecticut. parties",contradiction,both-explicit,Does the attachment of the complaint as exhibit 1 is simultaneous with the complaint setting out the spurious reasons for first-class air travel?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,both-explicit,Does martinez persuading pantoja not to run against cervantes follows the event of speaking between martinez and pantoja?
"however, after speaking with defendant ip martinez and being persuaded that he would support pantojas efforts to place lodge 2198 under supervision and to stop corruption at the iam, pantoja agreed not to run against defendant cervantes.\ , ""after the election, pantoja formally asked the executive council to place local 2198 under supervision. defendant gst cervantes, through defendant bryant, who was the gvp assigned to assist her, opposed supervision and campaigned to have the executive council case 1:22-cv-02512 document 1 filed 08/22/22 page 6 of 18 7 vote against taking any action. despite defendant ip martinezs assurances to pantoja that he would help to stop the corruption at local 2198, the executive council rejected pantoja s motion."", ""several months later, pantoja again demanded that the iam take remedial action; and, the executive council finally voted to impose supervision. ultimately, local lodge 2198 filed a 2018 form lm-2 with the u.s. department of labor, in which it acknowledged that there was a shortage attributable to local lodge 2198",contradiction,both-explicit,Does martinez supporting pantoja's efforts to place lodge 2198 under supervision follows the event of speaking between them?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",contradiction,both-explicit,Does johnsen's promotion as chief of staff is simultaneous with the statement he made about pantoja's removal from his position as gvp-transportation due to his opposition to cervantes?
"the union has not provided any notice to the hospital regarding any allegation by the union that the hospital is in material breach of the contracts thereby excusing the union from further performance of its obligations, and at all times relevant to this complaint, the union has continued to prosecute grievances and other rights under the contracts. case 3:23-cv-00466 document 1 filed 04/13/23 page 4 of 10 5 illegal work stoppage concerning holiday obligations the contracts provide that, because the hospital must remain open all days of the year, employees may be required to work on holidays on the terms and conditions described in the contracts. the hospital has at all times abided by these requirements in the contracts. the union disagreed with the hospitals conclusion that employees can be required to work holidays under the terms of the contracts. the union submitted a grievance over that issue, but did not pursue it.",contradiction,both-explicit,Does the union's failure to provide notice to the hospital precedes the allegation by the union that the hospital is in material breach of the contracts?
"rather than pursue the grievance through the contracts grievance and arbitration procedure, the union directed hospital employees to refuse to pick up extra shifts beyond their normal scheduled work. specifically, prior to the dispute over employees obligation to work holidays, employees would regularly and voluntarily pick up extra shifts beyond their normal scheduled work. but once the dispute over holiday work arose, employees stopped picking up shifts beyond their normal scheduled work. after the aforementioned dispute arose, a member of the union and a hospital employee provided to a member of the hospitals administration a text message stating, in part: per union unless you had originally picked up ot or st when it was first offered we should be giving back those hours for this coming week and they are asking us not to pick up anything through the end of may and the first 2 weeks of june because they still are not allowing people to take vacation on a holiday unless they have adequate staffing[.] upon information and belief, the references to ot and st in the text message mean overtime and straight time, respectively. the union members concerted refusal to pick up extra shifts is a violation of the contracts and has caused the hospital great hardship in achieving adequate staffing for the hospitals operations. as a result of the union and its members conduct, the hospital was forced to hire so-called traveler nurses and to pay an extraordinary premium, in the millions of case 3:23-cv-00466 document 1 filed 04/13/23 page 5 of 10 6 dollars, for adequate staffing compared with the cost to the hospital had the union not directed its members to engage in this concerted effort and had the union members picked up extra shifts as they had in the past.",contradiction,both-explicit,Does the union members' concerted refusal to pick up extra shifts starts after the union directing hospital employees to refuse to pick up extra shifts and follows the dispute over holiday work?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",contradiction,both-explicit,"Does the requirement for a party to challenge an arbitration award in wisconsin within 3 months after the award is filed or delivered follows trachte receiving the award on december 1, 2023 and the amended award on december 11,?"
"the union has not provided any notice to the hospital regarding any allegation by the union that the hospital is in material breach of the contracts thereby excusing the union from further performance of its obligations, and at all times relevant to this complaint, the union has continued to prosecute grievances and other rights under the contracts. case 3:23-cv-00466 document 1 filed 04/13/23 page 4 of 10 5 illegal work stoppage concerning holiday obligations the contracts provide that, because the hospital must remain open all days of the year, employees may be required to work on holidays on the terms and conditions described in the contracts. the hospital has at all times abided by these requirements in the contracts. the union disagreed with the hospitals conclusion that employees can be required to work holidays under the terms of the contracts. the union submitted a grievance over that issue, but did not pursue it.",contradiction,both-explicit,Does the hospital remaining open all days of the year follows the union's failure to provide notice regarding any allegation of material breach of the contracts?
