1. Events in the passive voice,2. Nominalized events,3. Events in a subordinate clause,4. Events in a condition,5. Events that are counterfactuals,6. Events that are in direct speech,7. Events that are in indirect speech,8. Events that come with a citation,9. Events that are paraphrased,10. Dates,11. Tense of the verbs in the text,12. Aspectual markers of the verbs,13. Events that are in the future and speculative,text,6. Events in direct speech,7. Events in indirect speech,11. Tense of the verbs,12. Aspectual markers,4. Events that are in a condition,"12. Aspectual markers of the verbs"": {""was"
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Hong Kong was by far his favorite Chinese province.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""modal (could)"", ""negative (n't)""]","""no""",He could n't wait to return! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Karla took care of eight children in her daycare.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""The verb 'had' indicates the past perfect tense, suggesting a completed event in the past.""","""no""",She had too many little ones to go on a walk with her double stroller.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""begin (inceptive aspect)""","""yes""",She began looking for a stroller that would hold lots of kids.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She found a stroller online that could hold up to four little ones.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past for 'purchased', present for 'is able'""","""progressive aspect in 'is able'""","""no""",She purchased the stroller and is able to go on walks. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""none""","""past""","""simple past""","""no""",Burt left his car windows down one sunny day in New Jersey.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The weather changed and soon it started to downpour.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",Burt ran to his car and rolled up his windows during the storm.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The inside was not very wet yet.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",Burt sighed in relief and vowed to never be so foolish again. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Nia loved pizza.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past continuous""","""continuous aspect""","""no""",But she was trying to lose weight.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She decided to order a healthy pizza.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","She added lots of veggies, and half the cheese. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers noted""","""no""",Nia 's healthy pizza was delicious! ,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past""","""no""",When I picked up my phone I saw something.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",My phone was cracked.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I got upset.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",But then I realized something.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Only my screen protector got cracked. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""modal ('wanted') indicates intent""","""yes""",Jan wanted to stop smoking.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He tried support groups and pills but nothing worked.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""none""","""yes""",Jan realized he could travel to a place where there are no cigarettes.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple aspect""]","""no""",He applied for a Job in Antarctica as a researcher and he got the job.,,,,,,
"""no""","""no""","""no""","""no""","""no""",,,"""no""","""no""",[],"""past""","[""simple""]","""no""","After six month in Antarctica, Jan no longer craved cigarettes.","""no""","""no""",,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""",Tom was dj at a friend 's wedding.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""past perfect""","""no""",He had a music list they wanted him to play.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Tom kept having guests ask for specific songs.,,,,,,
,,,,,,,,,,,,,He kept turning them down.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Eventually Tom put a sign up telling them to stop. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""last week""]","""past""","""simple aspect""","""no""",Luke got detention at school last week.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""has to stay (necessitative aspect)""","""no""",He has to stay after school for an hour every day.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Apparently he got into a fight with another kid.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",The other kid got detention too.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",They both learned that fighting just makes things worse. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Randy needed a drink after work.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He opened the refrigerator to look for a drink.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers""","""no""",He got a coke but he noticed another drink behind it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",There was a beer hidden in the refrigerator.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",He got the beer and got drunk off of it for the night. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""none""","""no""",Gloria was bored on a rainy Sunday morning.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Modal ('could'), Perfect ('wanted')""","""no""",She could n't find anything that she wanted to watch on TV.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (started to organize)""","""no""","She started to organize her closet, but that was n't fun. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","Finally, Gloria resorted to watching funny cat videos online. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She finally enjoyed her day. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",My dorm mates were incredible pranksters.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",One day they filled a thirty gallon Rubbermaid trash can with water.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","The opened the laundry room door, propping the can on the door 's top. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","As the floor manager entered the laundry room, they nudged the door. ",,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",The entire thirty gallons poured down on the manager in an icy flood! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""","My friend Joe has a son, 16. ",,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""simple aspect""","""no""",When his son was 13 he told his dad there was no summer reading.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",Joe believed his son.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I went online and found the school did have summer reading.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""","Joe told his son to do the reading, plus one book.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Ellie lived on a potato farm.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No specific date mentioned""","""Past""","""Simple aspect""","""No""",One year she decided to farm lettuce too.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",The potatoes grew very well.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The lettuce did not grow at all.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""yes""",Ellie decided to stick to potato farming in the future. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (was driving)""","""no""",Nancy was driving with her instructor.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",They went on the highway and came off of the exit.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The instructor forced Nancy to accelerate.,,,,,,
"""no""","""no""","""yes""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past""","""no""","Since she was nervous, she accelerated too fast.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",They ended up crashing into another car. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""",Yolanda was a fan of baseball.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""""","""past""","""none""","""no""",She especially liked the New York Yankees.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""""","""no""",She wanted to do something to show this fandom.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",She found a bunch of Yankees statues online.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She used them to decorate her front yard in honor of the team. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Desire loved going to the zoo.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",She gets excited every time she sees the zebra exhibit.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Desire rounded up some kids at the zoo.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",They all watched the special lion show.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""As simple past tense verbs ('went', 'slept'), these indicate completed actions without additional aspectual markers.""","""no""",Desire went home happy and slept with her stuffed animal from the zoo. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Dan wanted to visit Norway.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""yes""",Dan arranged to take time from work for a trip to Norway.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""Summer""]","""past""","""simple""","""no""",Dan and his wife flew to Norway that Summer.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective aspect (had visited)""","""no""",They had a fantastic time visiting Norway.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""habitual aspect (indicated by 'every Summer')""","""no""","Now, Dan and his wife visit Norway every Summer, without fail.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","[""habitual""]","""no""",I work hard everyday to be independent.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",Sometimes I do n't have anything to show how hard I work.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Present""","""Simple aspect""","""No""",I treat myself to fast bard when I can.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",I steal salt and pepper packets from restaurants.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",I fill my home salt and pepper shakers with stolen condiment packets. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Amy loved pretty things.,,,,,,
"""Yes""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",Flowers were her favorite.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She picked a bouquet of them from her garden.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She put them in a vase and smelled them.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective aspect""","""no""",They were the prettiest she had ever had! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""",Ed had tried to get to the top of the apple tree for weeks.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive""","""no""","He could only get so far, then he could n't reach any higher.",,,,,,
,,,,,,,,,,,,,He finally started to think about a different approach.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""the next day""]","""past""","""simple aspect""","""no""","The next day, he tried climbing from the opposite side.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He made it to the top at last! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Progressive (was talking)""","""no""",I was talking to my neighbor this morning.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""present""","""progressive (is going)""","""no""",He said that there is a loose cat going around the neighborhood.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""","I told him that I thought I saw it, also. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple (past simple)""","""no""","When I went back inside, I heard a small   meow  . ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""pluperfect, past simple""","""perfective ('had been following'), simple ('got')""","""no""",The cat had been following me and got inside my house. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Heidi bought a brand new car.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers""","""no""",The new car was a convertible and very fast.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""inceptive aspect (started to)""","""no""",Heidi started to drive her new car very fast.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""started to - inceptive aspect; decided to - factual/modal aspect""","""no""",She started to get speeding tickets and decided to slow down.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple past""","""simple""","""no""",Heidi regretted buying a sports car. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""progressive""","""no""",Jane is doing some light shopping on a Saturday.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple present, simple future""","""simple aspects""","""yes""",She decides she needs a new outfit for a party later that week.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Present""","""Simple aspect""","""No""",She picks out a cute new black dress.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""decides (none), needs (none)""","""no""",She then decides she needs some shoes to match.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",She finds and buys a very cute pair of black heels. ,,,,,,
"""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","George and Layla loved each other, but were with different people. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past simple""","""none""","""no""","Layla broke up with her boyfriend, but George was engaged. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past simple""","""simple aspect""","""no""",One night they could n't resist and finally hooked up.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none""","""no""",George felt dreadful and told his fiance about the incident.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple past aspect""","""no""",The bride broke the engagement and ended their relationship. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Bill always wanted to learn Japanese.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",Bill bought some instructional videos and began studying.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""The verb 'got' indicates a progressive change over time.""","""No""",Bill got better and better at the language.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past simple""","""Simple aspect""","""no""",One day Bill met a woman from Tokyo at a work conference.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He spoke with her fluently in Japanese for over an hour! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""progressive (can hear)""","""no""",I can hear the ice cream man somewhere in my neighborhood.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",The music is unmistakable and sounds so close!,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""aspectual marker on 'take off' indicates initiation of an action""","""no""",I take off down the street and around the corner to find him.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",He is n't down any of the streets I checked.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""future""","""progressive""","""yes""",I 'm going to buy ice cream at the store instead. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""decided (simple past), wanted (simple past)""","""no""",Daisy decided that she wanted to make some cookies.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Began - shows inception or the start of an action""","""No""",She began placing the ingredients onto the kitchen counter.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Daisy began mixing milk and sugar into a bowl.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She opened up the egg carton and realized she did n't have enough eggs.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","Annoyed, she put everything away and left the kitchen.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Sara was at her friend 's house.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (were jumping)""","""no""",They were jumping around and playing make believe.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","Suddenly, she fell on to the table. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",The leg snapped and the whole thing broke.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",Her friend 's parents were so mad and sent her home. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""Yesterday""]","""past simple""","""none""","""no""",Yesterday Kelly went on numerous college visits.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Her parents took her around the state to look.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She found about three that she really liked.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",At the end of the trip she decided to apply.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",She ended up getting into her top choice. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple""","""no""",Cathy works in a Starbucks.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""Last week""]","""past""","""perfect aspect""","""no""","Last week, she had an unruly customer.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past continuous (kept demanding)""","""continuous aspect (kept demanding)""","""no""",The customer kept demanding a drink that did n't exist.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","Eventually, Cathy just gave her a latte.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The customer did not know the difference. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive (was walking)""","""no""",Gary was walking his dog on the sidewalk.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""simple aspect""","""no""",The dog managed to break through the leash and ran away.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",It ran towards a crowded street with a traffic.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""progressive ('was driving')""","""no""",A man hit the dog on the side while he was driving.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","Since he only felt a small thud, he did n't bother to stop.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",I made a grilled cheese sandwich.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""",[],"""past simple""","""none""","""no""",I decided to spice it up with some garlic.,,,,,,
"""yes""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The garlic was so strong that it ruined the sandwich.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""simple past""","""none""","""no""",I threw it in the garbage.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","Luckily, the mice in my kitchen found it delicious.",,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past continuous""","""progressive (was eating)""","""no""","Haley was eating a bologna sandwich, worrying about the holidays. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""Past continuous ('was going'), past ('wondered'), present perfect ('having no money')""","""Continuous aspect ('was going'), perfect aspect ('having no money')""","""yes""","She wondered what she was going to do for gifts, having no money. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The postman dropped off a Christmas card from her parents.,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",The card had a gift card in it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Haley decided to use the money to buy gifts for her family. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Jake loved his job.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""","However, he was always late. ",,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""simple past""","""none""","""no""",His boss warned him many times about his tardiness.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Jake still did not change his ways.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective aspect""","""no""",His boss finally had to fire him. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers; simple past tense""","""no""",Tim always wanted a fast car like his friends.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",The problem was that he had one of the slowest card in town.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers""","""no""",He decided to get a part time job for some extra money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers""","""no""",He finally raised enough money for a new car.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",He now races his fast car with those of his friends. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","After the three day music festival, Cecily was understandably tired. ",,,,,,
